anime_id,title,tags
1285,Eromanga Sensei,one year ago sagiri izumi became step siblings with masamune izumi but the sudden death of their parents tears their new family apart resulting in sagiri becoming a shut in which cut her off from her brother and society while caring for what left of his family masamune earns a living as a published light novel author with one small problem he never actually met his acclaimed illustrator eromanga sensei infamous for drawing the most lewd erotica through an embarrassing chain of events he learns that his very own little sister was his partner the whole time as new characters and challenges appear masamune and sagiri must now face the light novel industry together eromanga sensei follows the development of their relationship and their struggle to become successful and as sagiri slowly grows out of her shell just how long will she be able to hide her true persona from the rest of the world comedy drama ecchi romance a-1pictures
1286,Eromanga-sensei OVA,yamada elf love song as a novelist with works getting adapted into anime elf yamada holds an event to celebrate her success and to thank everyone who had supported her with her mother attending she becomes more excited however just as her mother arrives she tells elf to go back home so that she can find a suitable husband elf who harbors feelings for masamune izumi chooses to say no cooked meals of pure love winter has come and it freezing outside with her brother masamune catching a cold sagiri izumi decides to nurse her brother into good health by stepping outside the comfort of her room and doing the housework herself comedy drama ecchi romance a-1pictures
1287,Escaflowne: A Girl in Gaea,hitomi kanzaki is in a very depressed mood she only wants to sleep and fade away her misery summons lord folken who sends her to gaea the people of gaea think she is the wing goddess who can call upon the legendary dragon armor called escaflowne on gaea king van the sole survior of the white dragon clan is also in a depressed state swearing an oath to get his revenge on the black dragon clan that obliterated van kingdom he lives by the sword now that the wing goddess has finally appeared she posseses gaea world fate in her heart escaflowne will either lead gaea to peace or total ruin source ann adventure drama fantasy mecha romance sci-fi shoujo bones
1288,Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,this world has gone through many dusks and is slowly nearing its end within this world in the western reaches of the land of dusk there was a nation that prospered thanks to its use of alchemy there in order to survive the eventual arrival of the dusk end the people devoted their efforts to rediscover and recreate lost alchemic technologies rediscovered technology from the past era was gathered in the alchemy research city known as central where research was conducted on how to halt the advance of the twilight one of the heroes is a young man who researched alchemy in central the other a girl living in a small town on the frontier this girl name is escha in the process of using her knowledge of ancient alchemy to help others she was assigned to the development department the young man name is logy having learned the newest alchemic techniques in central he requested a transfer to this understaffed town to make use of his abilities and meets escha when he is assigned to the development department as well the two make a promise to use their alchemy together and bring success to the development department fantasy studiogokumi
1289,Escha Chron,the story follows the two titular girls escha and chron whose contrasting personalities are like the sun and moon the two girls are from terminal a future post apocalyptic world that empty and monochrome the two girls cross worlds and arrive in the present day which they call transit as escha and chron experience the light scenery and sound music of the real world the future world of terminal gradually changes into a more vivid world source ann music sci-fi sliceoflife lerche
1290,Esper Mami,mami sakura used to be a normal junior high school student but she happened to acquire supernatural powers using her powers and with the help of her best friend mr takahata she solves mysterious occurrences when she senses someone needs help she uses the teleportation gun and transports herself there she then saves the world in trouble with her psychic powers such as telekinesis and telepathy comedy kids shin-eianimation
1291,Esper Mami: Hoshizora no Dancing Doll,schoolgirl mami sakura discovers that she has superpowers she can sense other people in trouble and teleport to help them but she keeps her secret double life hidden from her parents with the help of her schoolfriend kazuo takahata in this short film mami uses her powers to make a puppet show for deprived children fantasy shounen shin-eianimation
1292,Establishment in Life,the distant future after reaching its peak earth population fell into decline ai was developed to help preserve the species and manage the ecosystem a grand experiment in human diversity through genetic engineering a diverse array of peoples including beastfolk magical beings and more was created to live in a diverse city separated into walled clusters each cluster developed a unique culture befitting of the people that lived there their lives and the system is continually maintained by the ai to ensure survival sci-fi polygonpictures
1293,Etotama,every years the heavens conduct a sacred ritual called etm this custom involves selecting worthy eto musume celestial beings representing different animals to become one of the members of the chinese zodiac or eto shin however since the first etm two thousand years ago the original batch of eto shin reigns with no one being able to replace them nyaa tan is a cat eto musume who aspires to become a member of the zodiac in the ongoing etm fulfilling her ambition requires her to secure seals one for each eto shin to that end she must win various types of battles using sol lull divine energy created by people positive emotions this task is not easy however as her powers as an eto musume are far below the abilities of a single eto shin as such she needs a constant source of energy but in a chance encounter nyaa tan meets takeru amato a man who has just transferred to the apartment where she is secretly staying to nyaa tan delight takeru discovers that he gives out high quality sol lull something that sets him apart from most people with this the story of takeru and nyaa tan begins as takeru supports nyaa tan in her dreams he meets the eto shin and begins to uncover a mysterious past action comedy fantasy shirogumi
1294,Eureka Seven: Astral Ocean,the story is set on okinawa isolated island of iwado which has seen a growing movement advocating a return to an autonomous government ao fukai a year old boy with a missing father lives on the island with an old doctor named toshio and is about to enter middle school ao mother was taken away a decade ago by unknown individuals naru arata ao year old childhood friend and the story heroine lives with her father older sister and grandmother she has a yuta power awakened within her due to an incident when she was young a mysterious entity called secret suddenly appears and launches an attack on the scub coral lifeform on the island ao launches a certain military fp called nirvash aboard a japanese military transport in his fervent desire to protect the island source funimation action adventure drama mecha sci-fi bones
1295,Eureka Seven AO: Jungfrau no Hanabana-tachi,an original video anime released on blu ray in a combined hybrid disc that also hold an eureka seven ao game for the playstation the ova is set between episodes eight and nine of the series action adventure drama mecha sci-fi bones
1296,Evangelion: 1.0 You Are (Not) Alone,in a post apocalyptic world the last remaining human settlement in japan is the heavily fortified city of tokyo fourteen year old shinji ikari is brought to the headquarters of nerv an underground organization lead by his estranged father gendou he requests that shinji become a pilot of an evangelion a colossal android built to fight against monstrous and destructive alien creatures known as angels that wreak havoc on the planet and threaten the survival of the remaining human race although initially reluctant shinji is swayed by the idea of reconciling with his father and agrees to aid in mankind perilous endeavor against its alien threat as the pilot of evangelion unit thrust into the midst of a dangerous battlefield shinji must find the necessary courage and resolve to face against the angels incursions before it is too late action drama mecha sci-fi psychological khara
1297,Evangelion: 2.0 You Can (Not) Advance,when the threat of the angel menace escalates mankind defense force is pushed to its limits with nerv at the forefront of the struggle shinji ikari and his partner rei ayanami are assisted by two new pilots the fiery asuka langley shikinami and the mysterious mari illustrious makinami with the aid of their mechanized evangelion units equipped with weapons perfect for engaging their monstrous opponents the four young souls fight desperately to protect their loved ones and prevent an impending apocalypse but when startling secrets are brought to light will the heroes greatest challenge prove to be the monsters or humanity itself action drama mecha sci-fi psychological khara
1298,Evangelion: 3.0 You Can (Not) Redo,fourteen years after the third impact the earth is a post apocalyptic wasteland human civilization is in ruins and the people shinji knows are almost unrecognizable trapped inside evangelion unit he is recovered from space by asuka and mari only to find himself a prisoner of wille a military faction led by his former guardian misato katsuragi cold and bitter his former allies view him with suspicion and refuse to support him as he comes to terms with the consequences of his actions a hurt and confused shinji is rescued from wille by rei and returned to nerv headquarters there he meets and quickly befriends the enigmatic kaworu nagisa who offers him warmth and insight into the state of nerv war with the angels but shinji and kaworu brief respite lies on the eve of a new battle one in which shinji finds that his enemies are no longer angels but former comrades in this bitter confrontation to determine the future of the world shinji will learn first hand that the past truly cannot be undone action drama mecha sci-fi psychological khara
1299,Evangelion: 3.0+1.0 Thrice Upon a Time,shinji ikari is still adrift after losing his will to live but the place he arrives at teaches him what it means to hope finally the instrumentality project is set in motion and wille make one last grueling stand to prevent the final impact source imdb action drama mecha sci-fi psychological khara
1300,Time of Eve,in future japan in a time when android housekeepers have become commonplace society strictly abides by the three laws of robotics which all androids must follow under the influence of the robot ethics committee androids are treated the same way as lesser technology such as household appliances however a minority with an adoration for androids exists categorized as android holics and are shunned by the general public rikuo sakisaka was raised to accept society precept about androids and is perfectly aware that they are not human that is until the day he discovers a strange message buried within the activity logs of his household android sammy this leads him to eve no jikan a cafe with only one rule that its patrons must adhere to there must be no distinction made between humans and androids curiosity drives rikuo to learn more about the shop and he attempts to unearth the reason behind sammy peculiar behavior sci-fi sliceoflife studiorikka
1301,Time of Eve,in the japan of the future employing androids for various purposes is nothing out of the ordinary however treating androids on the same level as humans is frowned upon and there is constant paranoia surrounding the possibility of robots defying humans their masters those who appear too trustworthy of their androids are chided and labeled dori kei or android holics high school student rikuo sakisaka notices when his house droid sammy starts behaving curiously she has been leaving the house without his instruction when he inspects the movement logs in her database a cryptic line grabs his attention are you enjoying the time of eve accompanied by his friend masakazu masaki rikuo tracks the whereabouts of his houseroid to a cafe called time of eve where it is forbidden for customers to display prejudice against one another the cafe rikuo realizes is frequented by both man and machine with no evidence to tell either apart each customer from the cheerful akiko to a robot dangerously close to breaking down has their own story and challenges to overcome while rikuo tries to reveal sammy intentions he begins to question the legitimacy of the fear that drives humans to regard androids as nothing more than mere tools sci-fi sliceoflife studiorikka
1302,Evil or Live,severe internet addiction has become an epidemic infecting the nation youth ultimately resulting in their extreme dependence on the world wide web those who are too far gone are enrolled at elite reeducation academy in order to help them grow into successful adults hibiki is one such teenager who awakens in the facility unaware of how he came to be there he learns from the head instructor that he was knocked out and brought to the school at his mother behest concerned with how belligerent her son was becoming as a result of his internet addiction stuck in a place more akin to a prison than an academy and with no escape from the abuses of the instructors hibiki decides to end his life by jumping from the roof but as fate would have it he meets a mysterious man named shin who promises to give his life meaning school psychological haolinersanimationleague
1303,Ex-Arm,akira natsume seems to almost have a phobia of electrical devices while also being very good at diagnosing them he resolves to change himself for the better and get a girlfriend like his older brother did but then akira suddenly dies in an accident years later a special policewoman and her android partner retrieve and activate a highly advanced ai and superweapon called ex arm and put it into full control of their ship as a last resort turns out the ai is actually just akira brain source mu action ecchi sci-fi seinen visualflight
1304,eX-Driver,ex driver is set in the future when all transportation is easily controlled by ai though like all machines they tend to break down or lose control or re programmed this is where three high schoolers with non ai cars subaru wrx super lotus comes in to save the day and make sure the public is safe at all times source ann action adventure cars comedy sci-fi shounen actas
1305,eX-Driver the Movie,after winning domestic preliminary round lisa lorna and soichi advance to ex driver world race competition held in los angeles as representative team from japan like a bad omen they encountered a reckless ai car the first night they arrived at los angeles although they successfully stopped the car the local police department is not very happy about that and insists to examine their car overnight however the problem did not stop just there the daughter of the united states team sponsor angela has gone missing lorna realized that angela was on the reckless ai car before soichi who guessed that angel could be in danger then start looking for her but soichi got captured by a mysterious man and he shocked to find angela is also there during the confinement inside a warehouse soichi finds out that apparently there is a connection between the series of incident and illegal gambling on the ex driver world race competition now soichi must escape from the warehouse with angela action adventure cars comedy sci-fi shounen actas
1306,Exception,"in the distant future human beings have been forced to leave earth and migrate to another galaxy an advanced team of spacecraft arrives at a planet that is to be terraformed each member of the team is output by a biological d printer sci-fi space bakkenrecord,5inc."
1307,Extreme Hearts,hiyori hayama is an aspiring singer who moved to tokyo to make her debut she has always loved singing and hopes to stand on stage like her favorite artist unfortunately the entertainment industry is not all fun and games as she fails her auditions one after another and struggles to sell her songs finding herself still standing at the start line hiyori pursues her only opportunity to take the next step forward partaking in extreme hearts the popular event is a hyper sports tournament where participants compete in various sports using ability enhancing gear for a chance to make their big break despite being athletic however hiyori lack of familiarity with hyper sports poses a problem for her fortunately she befriends girls experienced in different sports and they join the tournament alongside hiyori hoping to see her rise to the top now playing under team rise hiyori and her teammates learn about the unspoken rule of extreme hearts all competitors must be entertainers or aspire to be one for the members of team rise facing the competition head on is an inspiring endeavor that paves the way to discovering newfound interests and everlasting friendships music sports sevenarcs
1308,Eyeshield 21,sena is like any other shy kid starting high school he just trying to survive constantly bullied he accustomed to running away surviving high school is about to become a lot more difficult after hiruma captain of the school american football team witnesses sena incredible agility and speed during an escape from some bullies hiruma schemes to make sena the running back of his school team the devil bats hoping that it will turn around the squad fortunes from being the laughingstock of japan high school leagues to title contender to protect his precious star player from rivaling recruiters he enlists sena as team secretary giving him a visored helmet and the nickname eyeshield to hide his identity the devilbats will look to make their way to the christmas bowl an annual tournament attended by the best football teams in japan with eyeshield leading the way will they be able to win the christmas bowl will sena be able to transform from a timid undersized freshman to an all star player put on your pads and helmet to find out action comedy shounen sports gallop
1309,F-Zero: GP Legend,rick wheeler was a police detective who got into a fatal car accident while pursuing the criminal zoda he was placed into artificial coldsleep for years wheeler is brought back to life by jody summer and dr stewart who work with a group of good racers who try to keep prize money out of the hands of unsavory people like the dark million organization run by black shadow and deathborn action adventure cars mecha sci-fi shounen sports productionreed
1310,Fairy Gone,once upon a time fairies were tools of war the story takes place in a world where fairies possess and dwell in animals giving them mysterious abilities by removing the organs of a possessed animal and transplanting them into humans fairies can be summoned as an alter ego and be used as a weapon such individuals who used fairies as war tools were called fairy soldiers once the war was over and they completed their roles the soldiers lost their purpose some began working for the government some joined the mafia and some even became terrorists as each chose their own way to live nine years have passed since the war the protagonist mariya is a new recruit of dorothea an organization which investigates and suppresses fairy related crimes amidst the unstable political situation criminals with lingering wounds from the war and past conflicts emerge and engage in terrorism as an act of revenge this is the story of fairy soldiers fighting for their own justice in a chaotic postwar world source mal news action demons fantasy magic supernatural p.a.works
1311,Fairy gone Season 1 Part 2,second season of fairy gone action demons fantasy magic supernatural p.a.works
1312,Fairy Tail,in the mystical land of fiore magic exists as an essential part of everyday life countless magic guilds lie at the core of all magical activity and serve as venues for like minded mages to band together and take on job requests among them fairy tail stands out from the rest as a place of strength spirit and family lucy heartfilia is a young mage searching for celestial gate keys and her dream is to become a full fledged wizard by joining this famous guild in her search she runs into natsu dragneel and his partner happy who are on a quest to find natsu foster father the dragon igneel upon being tricked by a man lucy falls under an abduction attempt only to be saved by natsu to her shock he reveals that he is a member of fairy tail and invites her to join them there lucy meets the guild strange members such as the ice wizard gray fullbuster and magic swordswoman erza scarlet together as a family they battle the forces of evil help those in need and gain new friends all the while enjoying the never ending adventure that is fairy tail action adventure comedy fantasy magic shounen satelight
1313,Fairy Tail Series 2,the grand magic games reaches its climax following natsu dragneel and gajeel redfox stunning victory over sting eucliffe and rogue cheney of the sabertooth guild this success pushes the fairy tail guild closer to being crowned the overall champions but obtaining victory isn the only challenge they face a mystery still surrounds a hooded stranger and the ominous eclipse gate leaving more questions than answers more crazy adventures are on the horizon for fairy tail as their destructive antics and joyful rowdiness continue unabated their greatest trial is quickly approaching but united as a family the guild will always be ready to face any threat that comes their way action adventure comedy fantasy magic shounen a-1pictures
1314,Fairy Tail Movie 1: Houou no Miko,in the mountains of north fiore lies the fire village where a lush blue relic known as the phoenix stone is preserved entrusted to a mystifying woman named clair it is said to contain the power of an ancient phoenix she wanders the land alone and protects the stone from harm despite having no memory of why it was left in her care and only the faintest recollection of where she must take it after encountering the wizard guild fairy tail clair receives an offer from natsu dragneel and his friends to help her uncover the mysteries surrounding the stone however in the midst of the group journey clair is suddenly attacked and the stone is taken from her with this nefarious intentions to revive the blazing phoenix for its unparalleled power come to light and the wizards of fairy tail find themselves in a situation that could spell calamity they must now work together to prevent the revival of the phoenix and save the world from ruin action adventure comedy fantasy magic shounen satelight
1315,Fairy Tail Movie 2: Dragon Cry,dragon cry is a magical artifact of deadly power formed into a staff by the fury and despair of dragons long gone now this power has been stolen from the hands of the fiore kingdom by the nefarious traitor zash caine who flees with it to the small island nation of stella frightened that the power has fallen into the wrong hands the king of fiore hastily sends fairy tail to retrieve the staff but this task proves frightening as a shadowy secret lies in the heart of the kingdom of stella dragon cry follows their story as they muster up all their strength to recover the stolen staff and save both kingdoms action adventure comedy fantasy magic shounen a-1pictures
1316,Fairy Tail OVA,when the members of fairy tail aren destroying towns or defeating powerful foes they re attending school travelling back in time visiting water parks and taking on odd jobs from strange clients no matter where they go a fun adventure always awaits sometimes in the most unexpected form comedy ecchi fantasy magic shounen satelight
1317,Fairy Tail Final Series,although fairy tail has been disbanded and its members are now spread far across fiore natsu dragneel hasn given up on reuniting the guild he and others once called home along with his companions happy and lucy heartfilia he will stop at nothing to keep fairy tail and its fiery spirit alive even as they face their most difficult trial yet the invasion of fiore by the alvarez empire immense army and their all too familiar ruler action adventure comedy fantasy magic shounen a-1pictures
1318,A Record of a Mortal's Journey to Immortality,a poor and ordinary boy from a village joins a minor sect in jiang hu and becomes an unofficial disciple by chance how will han li a commoner by birth establish a foothold for himself in in his sect with his mediocre aptitude he must successfully traverse the treacherous path of cultivation and avoid the notice of those who may do him harm this is a story of an ordinary mortal who against all odds clashes with devilish demons and ancient celestials in order to find his own path towards immortality action adventure fantasy historical originalforce
1319,Girl from Phantasia,akihiro is a teenaged boy with fantasies he about to have date with his girlfriend miyuki when he finds a strange carpet on his way home home a pretty and over energetic girl named malon appears from the carpet she tells akihiro about the world of phantasia and wants to live with akihiro but even if akihiro loves pretty girls he becomes angry with malon magical powers and drives her away the maniac wizard roll who wants to kill malon doesn help at all comedy drama fantasy magic romance productioni.g
1320,Fantastic Children,a group of enigmatic white haired children has been spotted at different times and places in europe for over years always with the appearance of year olds they behave far more mature than they should be never grow old and seem to have supernatural power what they have been seeking is a girl and the only clue they have is a picture with a crescent moon now in the year of an athletic boy named tohma is about to be involved in this centuries long mystery source ann adventure mystery fantasy romance sci-fi thriller nipponanimation
1321,Life With an Ordinary Guy Who Reincarnated Into a Total Fantasy Knockout,a dull old man and his handsome best friend were summoned to another world by a naked goddess however because of the goddess mischief he has turned into a peerless beautiful girl to get back his body he has to go on a journey with his best friend to defeat the demon king an old man that became a beautiful girl and a handsome old man let the madness filled rom com journey in another world begin adventure comedy fantasy olm
1322,Fate/Apocrypha,the holy grail is a powerful ancient relic capable of granting any wish the beholder desires in order to obtain this power various magi known as masters summon legendary heroic spirits called servants to fight for them in a destructive battle royale the holy grail war only the last master servant pair standing may claim the grail for themselves yet the third war ended inconclusively as the grail mysteriously disappeared following the conflict many years later the magi clan yggdmillennia announces its possession of the holy grail and intends to leave the mage association in response the association sends elite magi to retrieve the grail however all but one are killed by an unknown servant the lone survivor is used as a messenger to convey yggdmillennia declaration of war on the association as there are only two parties involved in the conflict the holy grail war takes on an unusual form yggdmillennia and the mage association will each deploy seven master servant pairs and the side that loses all its combatants first will forfeit the artifact as the masters summon their servants and assemble on the battlefield the magical world shivers in anticipation with the rise of the great holy grail war action drama fantasy magic supernatural a-1pictures
1323,Fate/Extra: Last Encore,a technological hell masquerading as paradise tsukimihara academy is an artificial high school that serves as the setting for the next holy grail war created by the moon cell computer the school is inhabited by earth projected souls who have even the slightest aptitude for being a master of these souls will be chosen for the main tournament and granted a servant with all of the masters selected the academy activates a purge targeting the remaining lifeforms for elimination awakening in a pool of his own blood hakuno kishinami refuses to die fueled by unknown feelings of hatred he vows to fight for survival as he struggles to escape from a relentless pursuer he finds a crimson blade plunged into the ground and by pulling it out hakuno summons his own servant saber who instantly destroys his pursuer in a flurry of rose petals with his newfound power hakuno must now begin his journey to moon cell core the angelica cage there he will unveil the reason for this artificial world and the secrets of his own blood soaked past action fantasy magic shaft
1324,Fate/Extra: Last Encore - Illustrias Tendousetsu,after defeating the various floor masters of the six prior levels hakuno kishinami and saber arrive at the top floor of the moon cell their opponent will be leonardo b harwey the strongest master in the history of the holy grail war and the current fan favorite following his previous victory as they reach a field of flowers among floating isles hakuno saber and rin toosaka come across a hooded man tending to the blossoms saber immediately draws her blade before the cloaked figure who reveals himself as prince gawain the platinum saber and knight of the round table however when gawain insists that he has no interest in fighting the four discuss the infinite possibilities for the holy grail with hakuno determined to return the moon cell to its original form their discussion ends with a clangor from afar ringing through the skies the threadbare gawain knowing its significance informs the three that not much time remains for their lives he beckons them towards the final battleground where the two sabers shall duel once more to determine the future of mankind action fantasy magic shaft
1325,Fate/Grand Order -First Order-,in the chaldea security organization draws on experts of both the magical and mundane fields to observe the future of mankind for possible extinction events humanity survival seems assured for the next century until the verdict suddenly changes and now eradication of the species awaits at the end of the cause is unknown but appears to be linked with the japanese town of fuyuki and the events of during the fifth holy grail war in response chaldea harnesses an experimental means of time travel the rayshift technology with it ritsuka fujimaru a young man newly recruited to the organization and the mysterious girl mash kyrielight can travel back to and discover how to save humanity a grand order to fight fate has been declared an order to change the past and restore the future action fantasy magic supernatural lay-duce
1326,Fate/Grand Order: Moonlight/Lostroom,short centering on a lost room where you can find what was lost or those who lost this room which belongs to no one lies forgotten in a corner of chaldea source ann action fantasy magic supernatural lay-duce
1327,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,the wandering knight bedivere reaches the end of his journey the year is a d in jerusalem the holy land has been transformed into a massive desert the people have been forced out of their homes and three major powers wage war with each other in this wasteland the knights of the round table come together to protect the holy city and their lion king with the whole of his kingdom summoned into a strange land ozymandias the sun king quietly plots against the tyranny of this bizarre realm the mountain people protectors of those who were stripped of their land await their chance at rebellion in order to fulfill his mission bedivere heads for the holy city where the lion king rules there he meets humanity final master ritsuka fujimaru who has come to jerusalem accompanied by his demi servant mash kyrielight in their quest to restore human history bedivere joins with fujimaru and his companions to undertake this quest action fantasy magic supernatural signal.md
1328,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,part two of fate grand order shinsei entaku ryouiki camelot wandering agateram an adaptation of the the sixth holy grail war the sacred round table realm camelot singularity of fate grand order source type moon wiki action fantasy magic supernatural productioni.g
1329,Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,anime adaptation of solomon arc of fate grand order video game in the last era when magic was established chaldea a humanitarian continuation guarantee agency established to prevent the decisive extinction of humankind was observing a certain incident the near future observation lens shiva has proved that humanity will be extinct in chaldea identifies a singularity in space time that is thought to be the cause of human extinction decided to perform a forbidden ritual rayshift which turns the surgeon into a ghost and sends it to the past to restore humanity however at the moment of the rayshift decision the central monitoring room of chaldea was blown up by someone and the prospectus was blocked action fantasy magic supernatural cloverworks
1330,Fate/Grand Order: Absolute Demonic Front - Babylonia,a d the foundations of humanity have been incinerated by the mage king solomon chaldea a secret mages organization with the mission to preserve humanity future foresaw mankind extinction in thus commenced the operation to repair the singularities in history caused by holy grails dispersed across time and space operation grand order using the rayshift time travel technology chaldea last master ritsuka fujimaru and his demi servant mash kyrielight have traveled to and resolved six singularities now they depart for their most dangerous destination yet a civilization in the age of gods b c mesopotamia ritsuka and mash soon discover that demonic beasts roam the land attacking people and towns amidst chaos and terror lies humanity last defense uruk a fortress city that acts as the frontline for the battle against the beasts the battlefront is commanded by none other than king gilgamesh the king of heroes who sought aid from heroic spirits and took on the role of a mage to protect his city along with gilgamesh and the summoned servants ritsuka and mash must protect uruk against the magical beasts onslaught and defeat the three goddess alliance who aims to eradicate humankind all the while a greater threat looms over uruk preparing for its awakening action fantasy magic supernatural cloverworks
1331,Fate/Grand Order: Zettai Majuu Sensen Babylonia - Initium Iter,the year ad romani archaman has been posted to chaldea there he becomes the primary doctor for a young girl mash kyrielight chaldea second successful summoning experiment is interested in the word senpai the interaction between the two gives mash a reason to hope that hope becomes a wave and starts to spread that is your story the story of a normal somebody the story at the beginning of a journey that weaves the future source aniplexus action fantasy magic supernatural cloverworks
1332,Fate/Kaleid Liner Prisma Illya,mage association members rin toosaka and luviagelita luvia edelfelt are tasked with finding and retrieving seven class cards medieval artifacts containing the life essence of legendary heroic spirits to aid them in their mission they are granted the power of ruby and sapphire two sentient kaleidosticks that would enable them to transform themselves into magical girls and drastically increase their abilities however the two mages are on anything but good terms prompting the kaleidosticks to abandon them in search for new masters they stumble upon two young schoolgirls illyasviel von einzbern and miyu and quickly convince them to form a contract with their new powers and responsibilities illya and miyu set forth to collect all the class cards action comedy fantasy magic silverlink.
1333,Fate/Kaleid Liner Prisma Illya 2Wei Herz!,based on the fate kaleid liner prisma illya wei manga by hiroshi hiroyama which is a spin off of the fate stay night erotic visual novel by type moon action comedy fantasy magic sliceoflife silverlink.
1334,Fate/Kaleid Liner Prisma Illya 2Wei!,another lovely summer goes by for illyasviel von einzbern taking a break from her magical girl duties she enjoys her time off after collecting the class cards with her best friend miyu edelfelt however her break comes to an abrupt end when she and miyu are abducted by rin toosaka and luviagelita edelfelt while out with her friends the magical girls learn that their work is far from over as clock tower informs them that the out of control mana thought to have been sealed continues to be dispersing throughout fuyuki city after heading to the origin point of the out of control mana illya and miyu are tasked with solving the anomaly but after casting their spell illyasviel discovers that she split into two people as this mysterious new form darts off she can only wonder what is to come from the existence of her doppleg nger running amok in the unsuspecting town action comedy fantasy magic silverlink.
1335,Fate/kaleid liner Prisma☆Illya 3rei!!,waking up to find herself in a parallel version of fuyuki city illyasviel illya von einzbern is lost and alone she discovers her home in ruins with a massive crater lying in the center of her hometown with snow falling in the middle of summer confusion consumes the young elementary schooler who has no knowledge of where her friends or her wand ruby may be making it to the remains of her house she is suddenly tackled by an amnesiac girl wearing a gym uniform as the icy temperature sets in the mysterious girl has no idea of where she is or why she showed up however this stranger known as tanaka apparently has information about the location of rin toosaka miyu edelfelt and the rest of illya missing friends fleeing from agents of the ainsworth family those in control of this parallel realm where will these two end up and how will illya restore the present back to the world she once knew action comedy fantasy magic silverlink.
1336,Fate/Prototype,fate prototype is a digest version of kinoko nasu original version of fate stay night action fantasy magic romance shounen supernatural lerche
1337,Fate/stay night,after a mysterious inferno kills his family shirou is saved and adopted by kiritsugu emiya who teaches him the ways of magic and justice one night years after kiritsugu death shirou is cleaning at school when he finds himself caught in the middle of a deadly encounter between two superhumans known as servants during his attempt to escape the boy is caught by one of the servants and receives a life threatening injury miraculously he survives but the same servant returns to finish what he started in desperation shirou summons a servant of his own a knight named saber the two must now participate in the fifth holy grail war a battle royale of seven servants and the mages who summoned them with the grand prize being none other than the omnipotent holy grail itself fate stay night follows shirou as he struggles to find the fine line between a hero and a killer his ideals clashing with the harsh reality around him will the boy become a hero like his foster father or die trying action fantasy magic romance supernatural studiodeen
1338,Fate/stay night: Heaven's Feel - I. Presage Flower,the holy grail war a violent battle between mages in which seven masters and their summoned servants fight for the holy grail a magical artifact that can grant the victor any wish nearly years ago the final battle of the fourth holy grail war wreaked havoc on fuyuki city and took over lives leaving the city devastated shirou emiya a survivor of this tragedy aspires to become a hero of justice like his rescuer and adoptive father kiritsugu emiya despite only being a student shirou is thrown into the fifth holy grail war when he accidentally sees a battle between servants at school and summons his own servant saber when a mysterious shadow begins a murderous spree in fuyuki city shirou aligns himself with rin toosaka a fellow participant in the holy grail war in order to stop the deaths of countless people however shirou feelings for his close friend sakura matou lead him deeper into the dark secrets surrounding the war and the feuding families involved action fantasy magic supernatural ufotable
1339,Fate/stay night: Unlimited Blade Works,this is the adaptation of the second route of the popular visual novel fate stay night in this route rin toosaka will be the major female character revelations about shirou and his destiny will be made source animenfo action fantasy magic supernatural studiodeen
1340,Fate/stay night TV Reproduction,an edited and condensed version of the tv series action fantasy magic romance shounen supernatural studiodeen
1341,Fate/stay night: Heaven's Feel II: Lost Butterfly,the fifth holy grail war continues and the ensuing chaos results in higher stakes for all participants shirou emiya continues to participate in the war aspiring to be a hero of justice who saves everyone he sets out in search of the truth behind a mysterious dark shadow and its murder spree determined to defeat it meanwhile shinji matou sets his own plans into motion threatening shirou through his sister sakura matou shirou and rin toosaka battle shinji hoping to relieve sakura from the abuses of her brother but the ugly truth of the matou siblings begins to surface and many dark secrets are exposed fate stay night movie heaven feel ii lost butterfly continues to focus on the remaining masters and servants as they fight each other in the hopes of obtaining the holy grail however as darkness arises within fuyuki city even the state of their sacred war could be in danger action fantasy magic supernatural ufotable
1342,Fate/stay night: Heaven's Feel III: Spring Song,the fifth holy grail war in fuyuki city has reached a turning point in which the lives of all participants are threatened as the hidden enemy finally reveals itself as shirou emiya rin toosaka and illyasviel von einzbern discover the true corruptive nature of the shadow that has been rampaging throughout the city they realize just how dire the situation is in order to protect their beloved ones the group must hold their own against the seemingly insurmountable enemy force even if some of those foes were once their allies or perhaps something more intimate as the final act of this chaotic war commences the ideals shirou believes will soon be challenged by an excruciating dilemma is it really possible to save a world where everything seems to have gone wrong action fantasy magic supernatural ufotable
1343,Fate/stay night: Unlimited Blade Works,the holy grail war is a battle royale among seven magi who serve as masters masters through the use of the command seals they are given when they enter the war command heroic spirits known as servants to fight for them in battle in the fifth holy grail war rin toosaka is among the magi entering the competition with her servant archer she hopes to obtain the ultimate prize the holy grail a magical artifact capable of granting its wielder any wish one of rin classmates emiya shirou accidentally enters the competition and ends up commanding a servant of his own known as saber as they find themselves facing mutual enemies rin and shirou decide to form a temporary alliance as they challenge their opponents in the holy grail war action fantasy magic supernatural ufotable
